Year,Province,Electoral District,Party,Votes Obtained,Percentage of Votes Obtained
1928,Alberta,ACADIA,Progressive Conservative,9669,50.35
1928,Alberta,ACADIA,Social Credit Party of Canada,5597,29.15
1928,Alberta,ACADIA,Liberal,2995,15.6
1928,Alberta,ACADIA,Co-operative Commonwealth Federation,942,4.91
1928,Alberta,ATHABASKA,Progressive Conservative,9751,51.73
1928,Alberta,ATHABASKA,Liberal,4473,23.73
1928,Alberta,ATHABASKA,Social Credit Party of Canada,3806,20.19
1928,Alberta,ATHABASKA,Co-operative Commonwealth Federation,820,4.35
1928,Alberta,BATTLE RIVER--CAMROSE,Progressive Conservative,13049,57.38
1928,Alberta,BATTLE RIVER--CAMROSE,Social Credit Party of Canada,6137,26.99
1928,Alberta,BATTLE RIVER--CAMROSE,Liberal,2216,9.74
1928,Alberta,BATTLE RIVER--CAMROSE,Co-operative Commonwealth Federation,1340,5.89
1928,Alberta,BOW RIVER,Progressive Conservative,12695,63.12
1928,Alberta,BOW RIVER,Social Credit Party of Canada,5646,28.07
1928,Alberta,BOW RIVER,Liberal,1772,8.81
1928,Alberta,CALGARY NORTH,Progressive Conservative,30930,71.95
1928,Alberta,CALGARY NORTH,Social Credit Party of Canada,5484,12.76
1928,Alberta,CALGARY NORTH,Liberal,4555,10.6
1928,Alberta,CALGARY NORTH,Co-operative Commonwealth Federation,2018,4.69
1928,Alberta,CALGARY SOUTH,Progressive Conservative,29482,70.5
1928,Alberta,CALGARY SOUTH,Liberal,7039,16.83
1928,Alberta,CALGARY SOUTH,Social Credit Party of Canada,3884,9.29
1928,Alberta,CALGARY SOUTH,Co-operative Commonwealth Federation,1416,3.39
1928,Alberta,EDMONTON EAST,Progressive Conservative,15236,54.34
1928,Alberta,EDMONTON EAST,Social Credit Party of Canada,6441,22.97
1928,Alberta,EDMONTON EAST,Liberal,4413,15.74
1928,Alberta,EDMONTON EAST,Co-operative Commonwealth Federation,1220,4.35
1928,Alberta,EDMONTON EAST,Labour Progressive Party,473,1.69
1928,Alberta,EDMONTON EAST,Independent Progressive Conservative,253,0.9
1928,Alberta,EDMONTON WEST,Progressive Conservative,30937,66.68
1928,Alberta,EDMONTON WEST,Liberal,8544,18.41
1928,Alberta,EDMONTON WEST,Social Credit Party of Canada,4893,10.55
1928,Alberta,EDMONTON WEST,Co-operative Commonwealth Federation,2023,4.36
1928,Alberta,EDMONTON--STRATHCONA,Progressive Conservative,25885,61.32
1928,Alberta,EDMONTON--STRATHCONA,Social Credit Party of Canada,7270,17.22
1928,Alberta,EDMONTON--STRATHCONA,Liberal,7218,17.1
1928,Alberta,EDMONTON--STRATHCONA,Co-operative Commonwealth Federation,1838,4.35
1928,Alberta,JASPER--EDSON,Progressive Conservative,12522,57.33
1928,Alberta,JASPER--EDSON,Social Credit Party of Canada,4240,19.41
1928,Alberta,JASPER--EDSON,Liberal,3683,16.86
1928,Alberta,JASPER--EDSON,Co-operative Commonwealth Federation,1396,6.39
1928,Alberta,LETHBRIDGE,Progressive Conservative,13364,58.33
1928,Alberta,LETHBRIDGE,Social Credit Party of Canada,6471,28.25
1928,Alberta,LETHBRIDGE,Liberal,2714,11.85
1928,Alberta,LETHBRIDGE,Independent Social Credit,361,1.58
1928,Alberta,MACLEOD,Progressive Conservative,11911,59.03
1928,Alberta,MACLEOD,Social Credit Party of Canada,5623,27.87
1928,Alberta,MACLEOD,Liberal,1907,9.45
1928,Alberta,MACLEOD,Co-operative Commonwealth Federation,736,3.65
1928,Alberta,MEDICINE HAT,Progressive Conservative,10886,46.29
1928,Alberta,MEDICINE HAT,Social Credit Party of Canada,9151,38.91
1928,Alberta,MEDICINE HAT,Liberal,2572,10.94
1928,Alberta,MEDICINE HAT,Co-operative Commonwealth Federation,907,3.86
1928,Alberta,PEACE RIVER,Progressive Conservative,13328,58.81
1928,Alberta,PEACE RIVER,Social Credit Party of Canada,5737,25.31
1928,Alberta,PEACE RIVER,Liberal,2535,11.19
1928,Alberta,PEACE RIVER,Co-operative Commonwealth Federation,1064,4.69
1928,Alberta,RED DEER,Progressive Conservative,11569,54.51
1928,Alberta,RED DEER,Social Credit Party of Canada,7087,33.39
1928,Alberta,RED DEER,Liberal,1537,7.24
1928,Alberta,RED DEER,Co-operative Commonwealth Federation,1029,4.85
1928,Alberta,VEGREVILLE,Progressive Conservative,7918,46.49
1928,Alberta,VEGREVILLE,Social Credit Party of Canada,5360,31.47
1928,Alberta,VEGREVILLE,Liberal,1706,10.02
1928,Alberta,VEGREVILLE,Co-operative Commonwealth Federation,1326,7.78
1928,Alberta,VEGREVILLE,Labour Progressive Party,723,4.24
1928,Alberta,WETASKIWIN,Progressive Conservative,10557,58.11
1928,Alberta,WETASKIWIN,Social Credit Party of Canada,4314,23.75
1928,Alberta,WETASKIWIN,Liberal,1704,9.38
1928,Alberta,WETASKIWIN,Co-operative Commonwealth Federation,1591,8.76
1928,British Columbia,BURNABY--COQUITLAM,Co-operative Commonwealth Federation,12917,43.08
1928,British Columbia,BURNABY--COQUITLAM,Progressive Conservative,11422,38.09
1928,British Columbia,BURNABY--COQUITLAM,Liberal,3533,11.78
1928,British Columbia,BURNABY--COQUITLAM,Social Credit Party of Canada,2113,7.05
1928,British Columbia,BURNABY--RICHMOND,Progressive Conservative,15570,45.65
1928,British Columbia,BURNABY--RICHMOND,Co-operative Commonwealth Federation,10063,29.5
1928,British Columbia,BURNABY--RICHMOND,Liberal,5286,15.5
1928,British Columbia,BURNABY--RICHMOND,Social Credit Party of Canada,3190,9.35
1928,British Columbia,CARIBOO,Progressive Conservative,9327,43.2
1928,British Columbia,CARIBOO,Social Credit Party of Canada,5811,26.91
1928,British Columbia,CARIBOO,Liberal,3279,15.19
1928,British Columbia,CARIBOO,Co-operative Commonwealth Federation,3175,14.7
1928,British Columbia,COAST-CAPILANO,Progressive Conservative,19343,43.48
1928,British Columbia,COAST-CAPILANO,Liberal,17411,39.14
1928,British Columbia,COAST-CAPILANO,Co-operative Commonwealth Federation,6134,13.79
1928,British Columbia,COAST-CAPILANO,Social Credit Party of Canada,1599,3.59
1928,British Columbia,COMOX--ALBERNI,Progressive Conservative,11483,46.09
1928,British Columbia,COMOX--ALBERNI,Co-operative Commonwealth Federation,9607,38.56
1928,British Columbia,COMOX--ALBERNI,Liberal,2472,9.92
1928,British Columbia,COMOX--ALBERNI,Social Credit Party of Canada,1354,5.43
1928,British Columbia,ESQUIMALT--SAANICH,Progressive Conservative,18768,65.6
1928,British Columbia,ESQUIMALT--SAANICH,Co-operative Commonwealth Federation,4755,16.62
1928,British Columbia,ESQUIMALT--SAANICH,Liberal,3576,12.5
1928,British Columbia,ESQUIMALT--SAANICH,Social Credit Party of Canada,1331,4.65
1928,British Columbia,ESQUIMALT--SAANICH,Labour Progressive Party,180,0.63
1928,British Columbia,FRASER VALLEY,Progressive Conservative,13890,44.09
1928,British Columbia,FRASER VALLEY,Social Credit Party of Canada,7414,23.53
1928,British Columbia,FRASER VALLEY,Co-operative Commonwealth Federation,5640,17.9
1928,British Columbia,FRASER VALLEY,Liberal,4562,14.48
1928,British Columbia,KAMLOOPS,Progressive Conservative,13858,63.3
1928,British Columbia,KAMLOOPS,Liberal,2868,13.1
1928,British Columbia,KAMLOOPS,Co-operative Commonwealth Federation,2777,12.68
1928,British Columbia,KAMLOOPS,Social Credit Party of Canada,2390,10.92
1928,British Columbia,KOOTENAY EAST,Progressive Conservative,5363,33.46
1928,British Columbia,KOOTENAY EAST,Liberal,4483,27.97
1928,British Columbia,KOOTENAY EAST,Co-operative Commonwealth Federation,4006,25
1928,British Columbia,KOOTENAY EAST,Social Credit Party of Canada,2174,13.57
1929,British Columbia,KOOTENAY WEST,Co-operative Commonwealth Federation,9460,43.46
1929,British Columbia,KOOTENAY WEST,Progressive Conservative,8248,37.89
1929,British Columbia,KOOTENAY WEST,Liberal,2306,10.59
1929,British Columbia,KOOTENAY WEST,Social Credit Party of Canada,1753,8.05
1929,British Columbia,NANAIMO,Progressive Conservative,10734,43.91
1929,British Columbia,NANAIMO,Co-operative Commonwealth Federation,10029,41.03
1929,British Columbia,NANAIMO,Liberal,2606,10.66
1929,British Columbia,NANAIMO,Social Credit Party of Canada,1077,4.41
1929,British Columbia,NEW WESTMINSTER,Progressive Conservative,21202,41.72
1929,British Columbia,NEW WESTMINSTER,Co-operative Commonwealth Federation,13220,26.01
1929,British Columbia,NEW WESTMINSTER,Social Credit Party of Canada,10886,21.42
1929,British Columbia,NEW WESTMINSTER,Liberal,4559,8.97
1929,British Columbia,NEW WESTMINSTER,Labour Progressive Party,958,1.88
1929,British Columbia,OKANAGAN BOUNDARY,Progressive Conservative,13065,48.39
1929,British Columbia,OKANAGAN BOUNDARY,Co-operative Commonwealth Federation,7829,29
1929,British Columbia,OKANAGAN BOUNDARY,Social Credit Party of Canada,3470,12.85
1929,British Columbia,OKANAGAN BOUNDARY,Liberal,2637,9.77
1929,British Columbia,OKANAGAN--REVELSTOKE,Progressive Conservative,7004,47.94
1929,British Columbia,OKANAGAN--REVELSTOKE,Social Credit Party of Canada,3213,21.99
1929,British Columbia,OKANAGAN--REVELSTOKE,Liberal,2329,15.94
1929,British Columbia,OKANAGAN--REVELSTOKE,Co-operative Commonwealth Federation,1859,12.72
1929,British Columbia,OKANAGAN--REVELSTOKE,Labour Progressive Party,205,1.4
1929,British Columbia,SKEENA,Co-operative Commonwealth Federation,6647,39.8
1929,British Columbia,SKEENA,Progressive Conservative,5028,30.11
1929,British Columbia,SKEENA,Liberal,4148,24.84
1929,British Columbia,SKEENA,Social Credit Party of Canada,876,5.25
1929,British Columbia,VANCOUVER CENTRE,Progressive Conservative,14044,61.43
1929,British Columbia,VANCOUVER CENTRE,Liberal,3927,17.18
1929,British Columbia,VANCOUVER CENTRE,Co-operative Commonwealth Federation,3183,13.92
1929,British Columbia,VANCOUVER CENTRE,Social Credit Party of Canada,1059,4.63
1929,British Columbia,VANCOUVER CENTRE,Labour Progressive Party,650,2.84
1929,British Columbia,VANCOUVER EAST,Co-operative Commonwealth Federation,11486,48.56
1929,British Columbia,VANCOUVER EAST,Progressive Conservative,8654,36.59
1929,British Columbia,VANCOUVER EAST,Liberal,2175,9.2
1929,British Columbia,VANCOUVER EAST,Social Credit Party of Canada,1338,5.66
1929,British Columbia,VANCOUVER KINGSWAY,Progressive Conservative,11928,42.71
1929,British Columbia,VANCOUVER KINGSWAY,Co-operative Commonwealth Federation,11724,41.98
1929,British Columbia,VANCOUVER KINGSWAY,Liberal,2631,9.42
1929,British Columbia,VANCOUVER KINGSWAY,Social Credit Party of Canada,1642,5.88
1929,British Columbia,VANCOUVER QUADRA,Progressive Conservative,24802,70.72
1929,British Columbia,VANCOUVER QUADRA,Liberal,5713,16.29
1929,British Columbia,VANCOUVER QUADRA,Co-operative Commonwealth Federation,3496,9.97
1929,British Columbia,VANCOUVER QUADRA,Social Credit Party of Canada,1062,3.03
1929,British Columbia,VANCOUVER SOUTH,Progressive Conservative,22292,60.46
1929,British Columbia,VANCOUVER SOUTH,Liberal,6528,17.7
1929,British Columbia,VANCOUVER SOUTH,Co-operative Commonwealth Federation,5717,15.5
1929,British Columbia,VANCOUVER SOUTH,Social Credit Party of Canada,1914,5.19
1929,British Columbia,VANCOUVER SOUTH,Labour Progressive Party,422,1.14
1929,British Columbia,VANCOUVER--BURRARD,Progressive Conservative,18001,60.54
1929,British Columbia,VANCOUVER--BURRARD,Liberal,5154,17.33
1929,British Columbia,VANCOUVER--BURRARD,Co-operative Commonwealth Federation,5121,17.22
1929,British Columbia,VANCOUVER--BURRARD,Social Credit Party of Canada,1459,4.91
1929,British Columbia,VICTORIA,Progressive Conservative,24945,61.07
1929,British Columbia,VICTORIA,Liberal,8706,21.31
1929,British Columbia,VICTORIA,Co-operative Commonwealth Federation,4560,11.16
1929,British Columbia,VICTORIA,Social Credit Party of Canada,2637,6.46
1929,Manitoba,BRANDON--SOURIS,Progressive Conservative,22185,73.98
1929,Manitoba,BRANDON--SOURIS,Liberal,5303,17.68
1929,Manitoba,BRANDON--SOURIS,Co-operative Commonwealth Federation,1552,5.18
1929,Manitoba,BRANDON--SOURIS,Social Credit Party of Canada,946,3.15
1929,Manitoba,CHURCHILL,Progressive Conservative,11506,64.7
1929,Manitoba,CHURCHILL,Liberal,4159,23.39
1929,Manitoba,CHURCHILL,Co-operative Commonwealth Federation,2118,11.91
1929,Manitoba,DAUPHIN,Progressive Conservative,8674,46.44
1929,Manitoba,DAUPHIN,Co-operative Commonwealth Federation,6023,32.25
1929,Manitoba,DAUPHIN,Liberal,3981,21.31
1929,Manitoba,LISGAR,Progressive Conservative,13072,66.75
1929,Manitoba,LISGAR,Liberal,4546,23.21
1929,Manitoba,LISGAR,Social Credit Party of Canada,1445,7.38
1929,Manitoba,LISGAR,Co-operative Commonwealth Federation,520,2.66
1929,Manitoba,MARQUETTE,Progressive Conservative,14748,64.37
1929,Manitoba,MARQUETTE,Liberal,5598,24.43
1929,Manitoba,MARQUETTE,Co-operative Commonwealth Federation,1572,6.86
1929,Manitoba,MARQUETTE,Social Credit Party of Canada,993,4.33
1929,Manitoba,PORTAGE--NEEPAWA,Progressive Conservative,15304,65.58
1929,Manitoba,PORTAGE--NEEPAWA,Liberal,6434,27.57
1929,Manitoba,PORTAGE--NEEPAWA,Co-operative Commonwealth Federation,1598,6.85
1929,Manitoba,PROVENCHER,Progressive Conservative,8278,54.5
1929,Manitoba,PROVENCHER,Liberal,5268,34.68
1929,Manitoba,PROVENCHER,Social Credit Party of Canada,1363,8.97
1929,Manitoba,PROVENCHER,Co-operative Commonwealth Federation,281,1.85
1929,Manitoba,SELKIRK,Progressive Conservative,8878,47.64
1929,Manitoba,SELKIRK,Co-operative Commonwealth Federation,5291,28.39
1929,Manitoba,SELKIRK,Liberal,4467,23.97
1929,Manitoba,SPRINGFIELD,Progressive Conservative,7045,42.38
1929,Manitoba,SPRINGFIELD,Co-operative Commonwealth Federation,4962,29.85
1929,Manitoba,SPRINGFIELD,Liberal,3491,21
1929,Manitoba,SPRINGFIELD,Social Credit Party of Canada,1125,6.77
1929,Manitoba,ST. BONIFACE,Progressive Conservative,12688,44.01
1929,Manitoba,ST. BONIFACE,Liberal,9500,32.95
1929,Manitoba,ST. BONIFACE,Co-operative Commonwealth Federation,5759,19.98
1929,Manitoba,ST. BONIFACE,Social Credit Party of Canada,881,3.06
1929,Manitoba,WINNIPEG NORTH,Progressive Conservative,19629,42.44
1929,Manitoba,WINNIPEG NORTH,Co-operative Commonwealth Federation,19414,41.98
1929,Manitoba,WINNIPEG NORTH,Liberal,5700,12.33
1929,Manitoba,WINNIPEG NORTH,Labour Progressive Party,1503,3.25
1929,Manitoba,WINNIPEG NORTH CENTRE,Progressive Conservative,14911,46.6
1929,Manitoba,WINNIPEG NORTH CENTRE,Co-operative Commonwealth Federation,13536,42.3
1929,Manitoba,WINNIPEG NORTH CENTRE,Liberal,3552,11.1
1929,Manitoba,WINNIPEG SOUTH,Progressive Conservative,32308,63.18
1929,Manitoba,WINNIPEG SOUTH,Liberal,12524,24.49
1929,Manitoba,WINNIPEG SOUTH,Co-operative Commonwealth Federation,6305,12.33
1929,Manitoba,WINNIPEG SOUTH CENTRE,Progressive Conservative,27722,66.6
1929,Manitoba,WINNIPEG SOUTH CENTRE,Liberal,7927,19.04
1929,Manitoba,WINNIPEG SOUTH CENTRE,Co-operative Commonwealth Federation,5975,14.35
1929,New Brunswick,CHARLOTTE,Progressive Conservative,6448,52.62
1929,New Brunswick,CHARLOTTE,Liberal,5806,47.38
1929,New Brunswick,GLOUCESTER,Liberal,13112,52.83
1929,New Brunswick,GLOUCESTER,Progressive Conservative,11705,47.17
1929,New Brunswick,KENT,Liberal,6118,55.09
1929,New Brunswick,KENT,Progressive Conservative,4988,44.91
1929,New Brunswick,NORTHUMBERLAND--MIRAMICHI,Liberal,10206,52.44
1929,New Brunswick,NORTHUMBERLAND--MIRAMICHI,Progressive Conservative,9257,47.56
1929,New Brunswick,RESTIGOUCHE--MADAWASKA,Progressive Conservative,17221,56.15
1929,New Brunswick,RESTIGOUCHE--MADAWASKA,Liberal,12909,42.09
1929,New Brunswick,RESTIGOUCHE--MADAWASKA,Social Credit Party of Canada,538,1.75
1929,New Brunswick,ROYAL,Progressive Conservative,10483,59.85
1929,New Brunswick,ROYAL,Liberal,7031,40.15
1929,New Brunswick,ST. JOHN--ALBERT,Progressive Conservative,27049,63.86
1929,New Brunswick,ST. JOHN--ALBERT,Liberal,13917,32.85
1929,New Brunswick,ST. JOHN--ALBERT,Co-operative Commonwealth Federation,1394,3.29
1929,New Brunswick,VICTORIA--CARLETON,Progressive Conservative,10692,59.98
1929,New Brunswick,VICTORIA--CARLETON,Liberal,6483,36.37
1929,New Brunswick,VICTORIA--CARLETON,Social Credit Party of Canada,651,3.65
1929,New Brunswick,WESTMORLAND,Progressive Conservative,20149,48.27
1929,New Brunswick,WESTMORLAND,Liberal,18597,44.55
1929,New Brunswick,WESTMORLAND,Co-operative Commonwealth Federation,2478,5.94
1929,New Brunswick,WESTMORLAND,Social Credit Party of Canada,522,1.25
1929,New Brunswick,YORK--SUNBURY,Progressive Conservative,15943,53.63
1929,New Brunswick,YORK--SUNBURY,Liberal,13118,44.12
1929,New Brunswick,YORK--SUNBURY,Co-operative Commonwealth Federation,669,2.25
1929,Newfoundland and Labrador,BONAVISTA--TWILLINGATE,Liberal,13670,75.97
1929,Newfoundland and Labrador,BONAVISTA--TWILLINGATE,Progressive Conservative,4323,24.03
1929,Newfoundland and Labrador,BURIN--BURGEO,Liberal,11360,70.09
1929,Newfoundland and Labrador,BURIN--BURGEO,Progressive Conservative,4847,29.91
1929,Newfoundland and Labrador,GRAND FALLS--WHITE BAY--LABRADOR,Liberal,16328,61.72
1929,Newfoundland and Labrador,GRAND FALLS--WHITE BAY--LABRADOR,Progressive Conservative,10129,38.28
1929,Newfoundland and Labrador,HUMBER--ST. GEORGE'S,Liberal,13468,56.81
1929,Newfoundland and Labrador,HUMBER--ST. GEORGE'S,Progressive Conservative,10239,43.19
1929,Newfoundland and Labrador,ST. JOHN'S EAST,Progressive Conservative,17894,65.42
1929,Newfoundland and Labrador,ST. JOHN'S EAST,Liberal,9197,33.62
1929,Newfoundland and Labrador,ST. JOHN'S EAST,Independent Liberal,263,0.96
1929,Newfoundland and Labrador,ST. JOHN'S WEST,Progressive Conservative,15953,60.13
1929,Newfoundland and Labrador,ST. JOHN'S WEST,Liberal,10338,38.97
1929,Newfoundland and Labrador,ST. JOHN'S WEST,Co-operative Commonwealth Federation,240,0.9
1929,Newfoundland and Labrador,TRINITY--CONCEPTION,Liberal,12599,58.61
1929,Newfoundland and Labrador,TRINITY--CONCEPTION,Progressive Conservative,8897,41.39
1929,Northwest Territories,MACKENZIE RIVER,Liberal,2782,57.22
1929,Northwest Territories,MACKENZIE RIVER,Progressive Conservative,2080,42.78
1929,Nova Scotia,ANTIGONISH--GUYSBOROUGH,Progressive Conservative,6758,53.7
1929,Nova Scotia,ANTIGONISH--GUYSBOROUGH,Liberal,5827,46.3
1929,Nova Scotia,CAPE BRETON NORTH AND VICTORIA,Progressive Conservative,12046,58.3
1929,Nova Scotia,CAPE BRETON NORTH AND VICTORIA,Liberal,8616,41.7
1929,Nova Scotia,CAPE BRETON SOUTH,Progressive Conservative,17636,45.89
1929,Nova Scotia,CAPE BRETON SOUTH,Co-operative Commonwealth Federation,13044,33.94
1929,Nova Scotia,CAPE BRETON SOUTH,Liberal,7754,20.17
1929,Nova Scotia,COLCHESTER--HANTS,Progressive Conservative,15653,54.54
1929,Nova Scotia,COLCHESTER--HANTS,Liberal,11779,41.04
1929,Nova Scotia,COLCHESTER--HANTS,Co-operative Commonwealth Federation,1267,4.41
1929,Nova Scotia,CUMBERLAND,Progressive Conservative,11379,60.19
1929,Nova Scotia,CUMBERLAND,Liberal,7525,39.81
1929,Nova Scotia,DIGBY--ANNAPOLIS--KINGS,Progressive Conservative,19432,58.16
1929,Nova Scotia,DIGBY--ANNAPOLIS--KINGS,Liberal,13981,41.84
1929,Nova Scotia,HALIFAX,Progressive Conservative,53693,30.05
1929,Nova Scotia,HALIFAX,Progressive Conservative,53255,29.8
1929,Nova Scotia,HALIFAX,Liberal,34227,19.15
1929,Nova Scotia,HALIFAX,Liberal,32916,18.42
1929,Nova Scotia,HALIFAX,Co-operative Commonwealth Federation,2552,1.43
1929,Nova Scotia,HALIFAX,Co-operative Commonwealth Federation,2048,1.15
1929,Nova Scotia,INVERNESS--RICHMOND,Progressive Conservative,7725,50.05
1929,Nova Scotia,INVERNESS--RICHMOND,Liberal,7709,49.95
1929,Nova Scotia,PICTOU,Progressive Conservative,13618,60.45
1929,Nova Scotia,PICTOU,Liberal,8911,39.55
1929,Nova Scotia,QUEENS--LUNENBURG,Progressive Conservative,14156,57.2
1929,Nova Scotia,QUEENS--LUNENBURG,Liberal,10594,42.8
1929,Nova Scotia,SHELBURNE--YARMOUTH--CLARE,Progressive Conservative,12071,54.23
1929,Nova Scotia,SHELBURNE--YARMOUTH--CLARE,Liberal,10187,45.77
1929,Ontario,ALGOMA EAST,Liberal,11240,51.66
1929,Ontario,ALGOMA EAST,Progressive Conservative,8208,37.73
1929,Ontario,ALGOMA EAST,Co-operative Commonwealth Federation,2309,10.61
1929,Ontario,ALGOMA WEST,Liberal,12390,43.4
1929,Ontario,ALGOMA WEST,Progressive Conservative,11355,39.78
1929,Ontario,ALGOMA WEST,Co-operative Commonwealth Federation,4801,16.82
1929,Ontario,BRANTFORD,Progressive Conservative,14059,55.18
1929,Ontario,BRANTFORD,Liberal,7694,30.2
1929,Ontario,BRANTFORD,Co-operative Commonwealth Federation,3726,14.62
1929,Ontario,BRANT--HALDIMAND,Progressive Conservative,15182,65.23
1929,Ontario,BRANT--HALDIMAND,Liberal,6630,28.49
1929,Ontario,BRANT--HALDIMAND,Co-operative Commonwealth Federation,1462,6.28
1929,Ontario,BROADVIEW,Progressive Conservative,15364,64.27
1929,Ontario,BROADVIEW,Liberal,4738,19.82
1929,Ontario,BROADVIEW,Co-operative Commonwealth Federation,3356,14.04
1929,Ontario,BROADVIEW,Socialist,447,1.87
1929,Ontario,BRUCE,Progressive Conservative,9510,65.65
1929,Ontario,BRUCE,Liberal,4975,34.35
1929,Ontario,CARLETON,Progressive Conservative,32741,67.47
1929,Ontario,CARLETON,Liberal,13652,28.13
1929,Ontario,CARLETON,Co-operative Commonwealth Federation,1777,3.66
1929,Ontario,CARLETON,Social Credit Party of Canada,355,0.73
1929,Ontario,COCHRANE,Liberal,7851,44.81
1929,Ontario,COCHRANE,Progressive Conservative,6941,39.62
1929,Ontario,COCHRANE,Co-operative Commonwealth Federation,2729,15.58
1929,Ontario,DANFORTH,Progressive Conservative,24139,58.85
1929,Ontario,DANFORTH,Co-operative Commonwealth Federation,9352,22.8
1929,Ontario,DANFORTH,Liberal,7529,18.35
1929,Ontario,DAVENPORT,Progressive Conservative,12117,48.56
1929,Ontario,DAVENPORT,Liberal,7872,31.55
1929,Ontario,DAVENPORT,Co-operative Commonwealth Federation,4963,19.89
1929,Ontario,DUFFERIN--SIMCOE,Progressive Conservative,13037,69.39
